"","from","to","weight"
"2878",130,5,2
"2879",179,33,2
"2880",114,33,5
"2881",10,31,32
"2882",19,31,1
"2883",62,38,7
"2884",159,21,4
"2885",182,30,5
"2886",34,46,2
"2887",4,32,4
"2888",40,11,1
"2889",153,1,5
"2890",146,95,15
"2891",60,95,2
"2892",83,56,1
"2893",91,54,5
"2894",68,21,5
"2895",147,22,1
"2896",44,29,8
"2897",120,20,5
"2898",87,24,7
"2899",21,57,3
"2900",62,7,15
"2901",20,31,4
"2902",167,1,4
"2903",137,46,3
"2904",53,50,8
"2905",20,3,3
"2906",105,20,4
"2907",83,30,1
"2908",148,56,3
"2909",6,13,1
"2910",39,19,5
"2911",5,21,13
"2912",119,28,1
"2913",172,24,1
"2914",6,19,1
"2915",63,29,3
"2916",43,56,8
"2917",63,11,1
"2918",114,5,1
"2919",22,65,8
"2920",49,5,11
"2921",139,5,1
"2922",49,3,10
"2923",160,5,6
"2924",9,40,2
"2925",76,38,5
"2926",7,66,9
"2927",64,56,9
"2928",77,4,2
"2929",24,28,2
"2930",154,30,8
"2931",30,76,1
"2932",39,24,37
"2933",39,50,10
"2934",71,125,1
"2935",119,39,4
"2936",28,20,2
"2937",17,9,4
"2938",25,9,2
"2939",36,27,11
"2940",178,30,9
"2941",131,33,3
"2942",46,34,9
"2943",35,31,3
"2944",79,20,3
"2945",48,11,1
"2946",128,110,1
"2947",33,54,1
"2948",49,40,2
"2949",63,42,1
"2950",54,98,1
"2951",75,49,1
"2952",2,13,9
"2953",4,37,1
"2954",107,5,1
"2955",56,31,15
"2956",39,7,2
"2957",24,3,3
"2958",81,64,1
"2959",15,123,2
"2960",86,56,5
"2961",77,3,10
"2962",37,19,1
"2963",76,30,4
"2964",57,44,2
"2965",18,5,4
"2966",53,40,2
"2967",141,1,4
"2968",31,146,4
"2969",27,1,6
"2970",115,30,2
"2971",5,59,1
"2972",130,59,1
"2973",47,6,5
"2974",170,33,1
"2975",40,22,4
"2976",66,28,16
"2977",138,5,1
"2978",18,44,1
"2979",12,10,1
"2980",136,22,5
"2981",93,95,4
"2982",26,19,2
"2983",85,19,11
"2984",107,30,3
"2985",54,25,25
"2986",114,30,3
"2987",34,91,32
"2988",3,25,20
"2989",143,48,2
"2990",20,32,3
"2991",98,96,3
"2992",3,50,5
"2993",77,20,3
"2994",147,7,17
"2995",65,28,2
"2996",129,43,1
"2997",72,5,11
"2998",63,125,2
"2999",90,4,3
"3000",15,61,4
"3001",156,4,2
"3002",64,36,9
"3003",16,33,4
"3004",30,88,2
"3005",126,88,1
"3006",28,22,1
"3007",11,111,1
"3008",147,13,1
"3009",32,5,4
"3010",190,38,3
"3011",189,95,3
"3012",127,31,5
"3013",134,5,21
"3014",57,24,11
"3015",185,56,14
"3016",9,22,10
"3017",64,3,26
"3018",43,36,1
"3019",110,20,2
"3020",6,24,3
"3021",26,7,1
"3022",151,11,1
"3023",33,56,12
"3024",89,56,5
"3025",104,24,20
"3026",202,3,3
"3027",23,19,1
"3028",26,30,3
"3029",151,151,4
"3030",11,151,2
"3031",19,21,8
"3032",13,40,2
"3033",180,30,1
"3034",51,13,8
"3035",68,38,2
"3036",16,38,2
"3037",101,34,2
"3038",107,13,1
"3039",184,13,2
"3040",39,29,3
"3041",18,40,3
"3042",198,4,1
"3043",64,42,5
"3044",18,95,1
"3045",40,32,2
"3046",64,94,2
"3047",32,30,6
"3048",1,19,3
"3049",10,27,35
"3050",10,25,6
"3051",20,27,2
"3052",67,38,3
"3053",19,49,39
"3054",50,49,6
"3055",53,34,2
"3056",65,21,10
"3057",21,29,8
"3058",112,30,1
"3059",4,48,6
"3060",102,95,1
"3061",12,30,2
"3062",111,7,1
"3063",177,20,1
"3064",114,25,2
"3065",175,3,13
"3066",101,31,1
"3067",89,15,6
"3068",1,95,1
"3069",171,29,2
"3070",6,31,18
"3071",62,21,1
"3072",132,38,2
"3073",104,21,5
"3074",51,28,1
"3075",21,150,6
"3076",101,22,3
"3077",85,5,1
"3078",57,42,2
"3079",172,13,12
"3080",119,18,1
"3081",136,6,1
"3082",38,47,2
"3083",138,36,1
"3084",148,98,6
"3085",11,31,3
"3086",1,31,5
"3087",108,29,4
"3088",4,72,2
"3089",30,152,1
"3090",89,30,6
"3091",79,36,1
"3092",17,24,9
"3093",184,19,3
"3094",93,1,6
"3095",20,98,2
"3096",175,1,37
"3097",11,99,3
"3098",160,29,1
"3099",152,29,3
"3100",44,15,9
"3101",156,22,1
"3102",64,19,9
"3103",65,9,7
"3104",5,64,1
"3105",99,20,3
"3106",101,95,3
"3107",63,36,3
"3108",146,9,2
"3109",1,9,1
"3110",93,56,4
"3111",147,3,1
"3112",19,5,16
"3113",7,3,2
"3114",180,39,4
"3115",111,29,8
"3116",118,36,6
"3117",178,22,1
"3118",180,36,1
"3119",154,4,4
"3120",105,30,5
"3121",37,7,2
"3122",131,20,2
"3123",51,23,2
"3124",37,44,2
"3125",185,36,4
"3126",108,20,1
"3127",46,13,1
"3128",102,5,2
"3129",141,28,5
"3130",57,2,4
"3131",127,13,5
"3132",150,39,2
"3133",2,29,8
"3134",29,77,1
"3135",36,49,3
"3136",91,125,13
"3137",155,29,2
"3138",149,1,2
"3139",152,50,4
"3140",52,29,4
"3141",63,19,3
"3142",90,24,3
"3143",19,56,2
"3144",117,56,1
"3145",39,95,1
"3146",1,57,12
"3147",129,13,2
"3148",11,33,3
"3149",19,22,10
"3150",37,9,1
"3151",13,45,1
"3152",150,3,2
"3153",88,56,2
"3154",44,36,6
"3155",84,7,6
"3156",47,7,9
"3157",76,31,1
"3158",6,35,4
"3159",3,104,1
"3160",91,104,1
"3161",117,104,3
"3162",21,16,4
"3163",30,27,16
"3164",107,29,1
"3165",146,40,2
"3166",15,44,3
"3167",11,2,1
"3168",106,30,2
"3169",7,98,6
"3170",54,65,1
"3171",16,65,1
"3172",81,56,1
"3173",61,27,6
"3174",12,36,3
"3175",92,24,1
"3176",158,24,2
"3177",74,20,1
"3178",139,43,1
"3179",129,40,4
"3180",89,7,2
"3181",56,98,15
"3182",106,3,2
"3183",150,114,1
"3184",45,9,7
"3185",100,98,1
"3186",102,11,1
"3187",44,17,1
"3188",88,98,1
"3189",99,7,2
"3190",15,66,4
"3191",74,98,1
"3192",161,13,3
"3193",107,56,11
"3194",40,30,2
"3195",109,1,2
"3196",32,40,7
"3197",156,21,5
"3198",128,7,1
"3199",55,54,2
"3200",97,56,5
"3201",156,33,1
"3202",61,50,11
"3203",55,36,2
"3204",64,95,2
"3205",36,9,3
"3206",91,72,1
"3207",64,31,4
"3208",104,5,3
"3209",180,4,4
"3210",28,25,2
"3211",86,11,1
"3212",150,33,1
"3213",1,55,1
"3214",30,55,14
"3215",15,23,5
"3216",107,95,2
"3217",174,5,3
"3218",91,23,7
"3219",68,56,2
"3220",111,33,2
"3221",147,1,3
"3222",166,21,2
"3223",132,24,1
"3224",80,21,12
"3225",72,24,1
"3226",146,10,2
"3227",65,10,4
"3228",78,38,8
"3229",15,34,1
"3230",156,13,1
"3231",80,13,59
"3232",37,50,3
"3233",92,56,1
"3234",61,31,2
"3235",19,25,2
"3236",49,56,6
"3237",68,24,29
"3238",11,81,4
"3239",91,81,2
"3240",197,56,1
"3241",1,104,2
"3242",107,22,15
"3243",125,29,3
"3244",143,4,3
"3245",161,4,4
"3246",16,50,3
"3247",31,153,1
"3248",91,153,1
"3249",20,153,2
"3250",153,153,23
"3251",99,153,1
"3252",3,56,2
"3253",47,39,6
"3254",68,50,1
"3255",47,30,12
"3256",104,29,1
"3257",11,16,2
"3258",11,7,2
"3259",10,15,2
"3260",22,43,2
"3261",81,38,6
"3262",1,47,3
"3263",21,25,4
"3264",10,9,8
"3265",46,27,2
"3266",171,31,1
"3267",62,31,6
"3268",64,38,9
"3269",89,3,1
"3270",101,28,2
"3271",3,22,1
"3272",120,11,2
"3273",12,46,2
"3274",18,57,1
"3275",48,29,12
"3276",28,13,1
"3277",24,74,3
"3278",16,74,2
"3279",11,29,2
"3280",1,66,1
"3281",25,5,4
"3282",75,9,1
"3283",36,129,2
"3284",200,20,1
"3285",35,13,6
"3286",13,86,1
"3287",4,86,1
"3288",132,13,1
"3289",83,1,2
"3290",52,7,1
"3291",36,7,2
"3292",150,150,29
"3293",189,56,1
"3294",79,32,1
"3295",74,31,2
"3296",5,9,2
"3297",129,50,2
"3298",107,1,1
"3299",73,24,3
"3300",155,21,1
"3301",95,30,12
"3302",16,21,5
"3303",135,31,1
"3304",129,19,1
"3305",125,27,1
"3306",183,1,1
"3307",27,66,12
"3308",57,27,6
"3309",90,5,4
"3310",98,33,5
"3311",144,11,1
"3312",19,9,1
"3313",32,46,1
"3314",71,5,4
"3315",139,13,1
"3316",27,56,6
"3317",136,24,1
"3318",48,31,21
"3319",81,11,1
"3320",160,56,8
"3321",55,5,19
"3322",175,22,1
"3323",72,67,7
"3324",1,42,4
"3325",25,22,2
"3326",175,5,2
"3327",108,27,5
"3328",123,22,4
"3329",101,7,3
"3330",61,56,2
"3331",187,95,2
"3332",111,36,2
"3333",160,15,1
"3334",10,49,8
"3335",64,37,5
"3336",42,56,1
"3337",32,39,7
"3338",186,24,1
"3339",91,14,3
"3340",4,44,15
"3341",89,44,1
"3342",58,25,8
"3343",24,34,1
"3344",67,34,4
"3345",83,21,2
"3346",15,40,1
"3347",12,50,1
"3348",6,14,1
"3349",129,33,2
"3350",95,38,3
"3351",47,38,4
"3352",7,62,12
"3353",15,62,1
"3354",65,6,1
"3355",11,26,1
"3356",98,50,11
"3357",68,151,1
"3358",55,151,1
"3359",190,53,1
"3360",21,6,1
"3361",40,56,1
"3362",66,31,6
"3363",6,134,1
"3364",31,134,17
"3365",24,43,3
"3366",129,56,4
"3367",71,38,10
"3368",76,7,1
"3369",181,1,1
"3370",75,56,2
"3371",165,1,2
"3372",142,50,2
"3373",141,39,1
"3374",67,6,2
"3375",22,97,1
"3376",40,50,1
"3377",24,48,4
"3378",139,139,4
"3379",3,19,1
"3380",152,1,1
"3381",33,50,3
"3382",58,22,5
"3383",89,5,4
"3384",206,13,1
"3385",49,27,1
"3386",113,5,1
"3387",19,27,3
"3388",116,56,4
"3389",46,1,4
"3390",45,79,1
"3391",92,29,10
"3392",160,8,1
"3393",155,11,1
"3394",1,27,3
"3395",30,66,2
"3396",59,50,3
"3397",18,12,1
"3398",105,1,3
"3399",52,28,2
"3400",123,24,1
"3401",43,13,5
"3402",57,125,5
"3403",50,125,1
"3404",5,125,5
"3405",33,125,3
"3406",38,125,1
"3407",4,125,2
"3408",21,125,1
"3409",101,125,1
"3410",51,54,1
"3411",160,25,4
"3412",160,50,1
"3413",111,9,6
"3414",13,60,17
"3415",156,60,1
"3416",154,154,16
"3417",29,154,4
"3418",30,154,2
"3419",144,154,2
"3420",111,72,2
"3421",24,72,1
"3422",90,36,1
"3423",122,31,2
"3424",46,5,2
"3425",179,22,2
"3426",12,27,5
"3427",179,150,3
"3428",110,7,9
"3429",125,7,2
"3430",71,24,1
"3431",5,57,98
"3432",160,98,1
"3433",82,19,1
"3434",69,19,1
"3435",38,37,3
"3436",7,37,3
"3437",137,7,2
"3438",110,38,2
"3439",130,28,1
"3440",179,20,7
"3441",66,12,2
"3442",92,42,3
"3443",121,33,1
"3444",26,29,1
"3445",129,65,3
"3446",95,65,1
"3447",93,30,1
"3448",111,19,3
"3449",11,97,1
"3450",64,97,4
"3451",18,15,1
"3452",80,25,3
"3453",61,28,2
"3454",24,49,1
"3455",138,13,1
"3456",45,48,1
"3457",95,31,4
"3458",87,20,4
"3459",6,32,64
"3460",35,50,5
"3461",60,39,1
"3462",50,27,1
"3463",64,12,4
"3464",166,1,2
"3465",53,1,1
"3466",98,5,3
"3467",46,38,12
"3468",40,31,2
"3469",153,30,2
"3470",7,71,15
"3471",146,29,1
"3472",25,29,3
"3473",172,30,1
"3474",154,24,3
"3475",193,24,1
"3476",151,54,1
"3477",64,7,5
"3478",146,31,1
"3479",113,21,4
"3480",82,5,1
"3481",123,13,1
"3482",37,11,2
"3483",97,31,12
"3484",45,30,2
"3485",79,50,3
"3486",19,39,1
"3487",25,96,2
"3488",15,96,1
"3489",154,19,2
"3490",143,20,1
"3491",180,5,2
"3492",91,60,2
"3493",57,36,2
"3494",23,96,4
"3495",84,21,4
"3496",110,15,1
"3497",90,9,1
"3498",92,31,2
"3499",113,29,3
"3500",19,145,2
"3501",71,30,2
"3502",38,9,3
"3503",21,81,4
"3504",38,10,1
"3505",156,28,3
"3506",105,24,4
"3507",68,19,2
"3508",145,19,1
"3509",37,95,1
"3510",71,12,2
"3511",149,34,1
"3512",72,34,24
"3513",60,25,1
"3514",126,30,3
"3515",66,6,2
"3516",37,65,2
"3517",28,19,2
"3518",66,47,1
"3519",157,1,4
"3520",27,71,1
"3521",10,114,3
"3522",49,114,1
"3523",144,20,1
"3524",45,24,6
"3525",3,18,1
"3526",73,50,2
"3527",22,5,2
"3528",42,12,3
"3529",200,4,1
"3530",131,24,1
"3531",37,25,1
"3532",25,24,1
"3533",54,27,1
"3534",90,50,1
"3535",7,51,1
"3536",75,21,4
"3537",47,27,2
"3538",6,21,3
"3539",33,97,5
"3540",38,61,1
"3541",158,39,95
"3542",79,98,6
"3543",6,72,1
"3544",89,50,3
"3545",48,49,1
"3546",99,22,1
"3547",127,36,1
"3548",61,24,8
"3549",101,12,2
"3550",128,30,1
"3551",127,1,3
"3552",23,5,7
"3553",40,1,1
"3554",110,29,2
"3555",131,1,1
"3556",24,114,2
"3557",118,1,1
"3558",42,67,5
"3559",195,31,2
"3560",116,98,1
"3561",72,56,2
"3562",86,39,1
"3563",34,139,7
"3564",66,46,1
"3565",72,33,1
"3566",125,30,1
"3567",4,97,1
"3568",116,29,6
"3569",179,13,2
"3570",203,4,2
"3571",43,50,1
"3572",154,33,1
"3573",123,50,2
"3574",139,50,2
"3575",74,38,4
"3576",132,31,2
"3577",67,7,8
"3578",46,28,2
"3579",138,19,1
"3580",123,30,1
"3581",56,51,2
"3582",2,11,1
"3583",22,39,5
"3584",110,12,3
"3585",46,67,1
"3586",153,29,1
"3587",109,28,4
"3588",97,13,2
"3589",35,15,2
"3590",189,30,1
"3591",111,11,2
"3592",150,29,1
"3593",59,9,2
"3594",18,19,6
"3595",133,13,2
"3596",10,47,1
"3597",66,23,2
"3598",98,9,2
"3599",5,19,4
"3600",14,30,4
"3601",36,31,1
"3602",51,50,10
"3603",67,27,3
"3604",120,5,20
"3605",134,15,14
"3606",105,47,2
"3607",46,39,1
"3608",34,61,3
"3609",23,67,2
"3610",91,114,2
"3611",15,114,1
"3612",64,66,2
"3613",29,116,2
"3614",99,29,13
"3615",153,3,2
"3616",53,42,1
"3617",89,39,1
"3618",81,23,3
"3619",145,31,1
"3620",179,24,1
"3621",143,12,2
"3622",79,21,4
"3623",105,21,9
"3624",150,30,3
"3625",51,62,1
"3626",51,42,3
"3627",54,12,1
"3628",91,110,1
"3629",113,34,1
"3630",14,20,1
"3631",111,98,1
"3632",68,11,1
"3633",139,42,2
"3634",74,12,1
"3635",43,12,1
"3636",50,51,1
"3637",39,51,1
"3638",31,132,1
"3639",7,132,1
"3640",147,12,1
"3641",38,116,1
"3642",51,66,2
"3643",29,53,5
"3644",184,29,2
"3645",6,46,1
"3646",29,66,3
"3647",21,7,3
"3648",46,18,1
"3649",24,18,2
"3650",133,3,1
"3651",59,38,7
"3652",85,46,1
"3653",6,10,2
"3654",34,29,5
"3655",62,42,4
"3656",139,46,2
"3657",110,46,2
"3658",46,23,2
"3659",53,14,3
"3660",42,57,1
"3661",31,130,1
"3662",39,73,5
"3663",153,13,2
"3664",5,22,1
"3665",23,108,2
"3666",4,108,2
"3667",7,35,1
"3668",62,35,2
"3669",7,64,1
"3670",93,29,2
"3671",22,27,2
"3672",71,31,4
"3673",132,29,1
"3674",62,12,2
"3675",14,29,1
"3676",178,21,4
"3677",67,46,2
"3678",156,27,1
"3679",79,7,1
"3680",7,70,3
"3681",10,70,1
"3682",6,42,2
"3683",27,19,1
"3684",61,12,7
"3685",67,12,2
"3686",19,38,2
"3687",95,1,2
"3688",36,136,1
"3689",30,136,2
"3690",14,57,1
"3691",185,39,1
"3692",10,12,1
"3693",119,32,2
"3694",87,1,4
"3695",38,63,4
"3696",29,71,4
"3697",31,100,32
"3698",68,35,2
"3699",69,66,5
"3700",177,23,1
"3701",23,10,1
"3702",57,58,1
"3703",29,16,3
"3704",53,19,2
"3705",56,102,2
"3706",138,16,3
"3707",18,35,1
"3708",38,35,1
"3709",98,35,1
"3710",71,64,4
"3711",65,18,1
"3712",207,56,1
"3713",95,22,2
"3714",85,24,10
"3715",20,6,10
"3716",46,10,2
"3717",44,16,1
"3718",20,14,1
"3719",136,44,5
"3720",140,1,3
"3721",162,20,1
"3722",125,20,1
"3723",201,40,1
"3724",20,80,1
"3725",4,80,1
"3726",24,94,2
"3727",30,94,1
"3728",135,94,1
"3729",17,29,1
"3730",7,2,1
"3731",116,34,9
"3732",13,27,8
"3733",62,66,1
"3734",160,65,1
"3735",52,56,2
"3736",74,27,1
"3737",41,39,1
"3738",15,2,1
"3739",50,39,3
"3740",128,56,1
"3741",172,20,1
"3742",101,32,1
"3743",69,91,1
"3744",129,5,1
"3745",29,48,16
"3746",47,20,2
"3747",41,30,3
"3748",31,143,1
"3749",119,36,5
"3750",30,134,4
"3751",26,134,3
"3752",41,8,5
"3753",123,7,2
"3754",91,70,1
"3755",73,5,3
"3756",29,32,1
"3757",58,29,1
"3758",31,75,4
"3759",91,75,3
"3760",57,71,2
"3761",72,2,9
"3762",85,36,2
"3763",25,19,2
"3764",108,12,1
"3765",38,92,1
"3766",19,63,4
"3767",35,20,1
"3768",6,47,1
"3769",70,47,2
"3770",30,97,4
"3771",98,38,1
"3772",57,15,4
"3773",23,37,2
"3774",28,38,1
"3775",54,44,7
"3776",149,32,1
"3777",141,13,1
"3778",41,20,1
"3779",117,29,1
"3780",6,70,1
"3781",20,17,1
"3782",7,17,1
"3783",1,17,1
"3784",44,54,1
"3785",28,24,4
"3786",31,121,3
"3787",35,42,1
"3788",39,99,2
"3789",29,99,2
"3790",20,99,1
"3791",20,15,1
"3792",35,2,2
"3793",13,70,2
"3794",190,29,2
"3795",47,29,2
"3796",189,15,1
"3797",193,14,1
"3798",75,31,3
"3799",142,31,1
"3800",49,29,2
"3801",19,11,1
"3802",46,32,1
"3803",47,22,1
"3804",118,21,4
"3805",125,32,2
"3806",129,129,8
"3807",98,129,1
"3808",90,129,1
"3809",102,129,2
"3810",156,42,1
"3811",51,12,1
"3812",65,16,1
"3813",13,58,2
"3814",37,32,3
"3815",41,6,1
"3816",68,29,1
"3817",24,125,5
"3818",48,94,1
"3819",38,59,1
"3820",66,18,3
"3821",150,24,3
"3822",64,18,2
"3823",177,12,2
"3824",1,155,1
"3825",74,155,1
"3826",138,4,1
"3827",27,42,1
"3828",50,18,2
"3829",2,27,1
"3830",129,15,1
"3831",47,12,2
"3832",50,7,4
"3833",40,98,1
"3834",51,32,1
"3835",35,38,1
"3836",71,53,2
"3837",20,73,2
"3838",10,110,2
"3839",22,89,1
"3840",31,156,2
"3841",115,19,1
"3842",32,102,1
"3843",107,15,1
"3844",34,72,9
"3845",20,18,2
"3846",42,4,1
"3847",24,12,1
"3848",106,20,1
"3849",157,44,2
"3850",72,88,3
"3851",63,88,1
"3852",65,33,1
"3853",30,68,2
"3854",4,64,2
"3855",127,50,2
"3856",21,50,2
"3857",123,33,1
"3858",59,49,5
"3859",79,24,1
"3860",81,29,1
"3861",74,34,2
"3862",155,30,4
"3863",33,57,9
"3864",26,13,1
"3865",33,25,3
"3866",57,87,1
"3867",54,31,1
"3868",128,13,2
"3869",23,139,3
"3870",9,36,2
"3871",157,157,5
"3872",114,56,1
"3873",95,15,1
"3874",116,43,1
"3875",23,13,2
"3876",60,1,3
"3877",181,5,1
"3878",4,63,1
"3879",56,42,1
"3880",33,38,1
"3881",115,33,1
"3882",148,1,2
"3883",107,24,2
"3884",38,96,1
"3885",7,96,3
"3886",100,20,1
"3887",187,56,2
"3888",45,21,2
"3889",35,10,2
"3890",91,111,5
"3891",16,63,2
"3892",55,125,1
"3893",91,96,1
"3894",158,1,1
"3895",13,132,2
"3896",101,50,1
"3897",38,44,1
"3898",139,29,1
"3899",15,37,1
"3900",28,37,1
"3901",94,30,1
"3902",82,30,1
"3903",146,37,1
"3904",91,37,2
"3905",30,45,1
"3906",56,18,1
"3907",170,13,11
"3908",49,31,2
"3909",131,40,1
"3910",154,22,1
"3911",193,22,1
"3912",80,19,1
"3913",94,56,1
"3914",104,50,1
"3915",141,66,1
"3916",194,21,1
"3917",9,37,1
"3918",170,22,1
"3919",185,50,2
"3920",66,50,2
"3921",138,21,4
"3922",171,27,2
"3923",162,3,2
"3924",101,49,4
"3925",125,31,1
"3926",20,25,2
"3927",143,19,1
"3928",111,16,1
"3929",62,51,1
"3930",42,51,1
"3931",145,9,2
"3932",33,9,2
"3933",119,29,1
"3934",6,66,2
"3935",115,21,1
"3936",43,95,2
"3937",46,31,2
"3938",179,38,1
"3939",87,38,2
"3940",144,4,4
"3941",4,12,1
"3942",31,158,1
"3943",158,158,4
"3944",179,1,1
"3945",11,19,1
"3946",132,4,2
"3947",55,18,2
"3948",10,18,2
"3949",74,9,1
"3950",119,56,1
"3951",38,98,1
"3952",61,98,1
"3953",180,33,2
"3954",31,154,1
"3955",16,154,2
"3956",39,18,1
"3957",139,32,1
"3958",1,25,1
"3959",155,8,2
"3960",142,56,2
"3961",130,24,2
"3962",169,91,51
"3963",128,91,6
"3964",195,91,3
"3965",165,91,6
"3966",173,91,3
"3967",88,8,12
"3968",74,8,58
"3969",154,91,9
"3970",57,8,100
"3971",101,91,14
"3972",18,8,8
"3973",51,48,16
"3974",163,91,6
"3975",63,8,3
"3976",208,48,32
"3977",198,91,1
"3978",104,91,11
"3979",209,91,1
"3980",48,8,54
"3981",1,15,17
"3982",99,15,6
"3983",68,8,3
"3984",153,8,57
"3985",32,48,1
"3986",153,48,8
"3987",143,91,3
"3988",35,8,15
"3989",150,91,2
"3990",79,8,7
"3991",24,8,1
"3992",106,8,34
"3993",48,159,508
"3994",22,99,8
"3995",134,99,13
"3996",35,99,37
"3997",51,99,3
"3998",38,99,69
"3999",3,99,51
"4000",30,99,18
"4001",77,160,2
"4002",36,99,8
"4003",54,48,7
"4004",86,8,10
"4005",111,8,17
"4006",6,8,4
"4007",171,91,5
"4008",194,91,2
"4009",66,99,1
"4010",44,99,25
"4011",17,99,20
"4012",2,99,44
"4013",54,8,11
"4014",46,99,1
"4015",91,160,3
"4016",5,160,5
"4017",159,160,15
"4018",99,36,5
"4019",33,5,1
"4020",61,5,10
"4021",5,76,5
"4022",5,148,3
"4023",111,48,3
"4024",130,8,4
"4025",6,5,8
"4026",159,63,8
"4027",5,63,16
"4028",2,153,8
"4029",4,99,16
"4030",2,159,1786
"4031",111,99,19
"4032",33,99,1
"4033",154,1,1
"4034",153,99,7
"4035",74,99,71
"4036",13,99,10
"4037",94,99,9
"4038",6,159,22
"4039",70,159,5
"4040",35,159,39
"4041",74,159,71
"4042",106,159,26
"4043",61,159,17
"4044",36,159,14
"4045",1,119,33
"4046",159,119,30
"4047",91,119,5
"4048",8,119,6
"4049",17,159,21
"4050",3,15,10
"4051",46,159,8
"4052",120,119,3
"4053",38,119,2
"4054",79,159,9
"4055",120,38,13
"4056",159,38,20
"4057",66,8,3
"4058",55,159,18
"4059",58,8,2
"4060",141,8,2
"4061",43,159,6
"4062",130,38,1
"4063",26,8,4
"4064",11,36,19
"4065",45,8,9
"4066",11,22,2
"4067",55,120,11
"4068",10,48,1
"4069",130,36,3
"4070",88,15,2
"4071",16,120,18
"4072",163,120,23
"4073",54,99,2
"4074",7,99,2
"4075",94,159,26
"4076",44,159,15
"4077",54,159,32
"4078",94,8,7
"4079",119,159,7
"4080",111,159,49
"4081",120,4,6
"4082",16,159,20
"4083",163,159,31
"4084",1,77,7
"4085",134,4,1
"4086",79,38,1
"4087",72,159,2
"4088",112,91,2
"4089",128,159,6
"4090",48,99,21
"4091",50,99,16
"4092",57,99,9
"4093",91,148,3
"4094",159,148,2
"4095",2,36,2
"4096",16,48,3
"4097",77,63,2
"4098",1,63,1
"4099",2,63,1
"4100",86,48,1
"4101",61,8,7
"4102",51,120,9
"4103",48,120,16
"4104",119,5,1
"4105",43,99,5
"4106",166,159,1
"4107",58,159,4
"4108",5,44,1
"4109",20,8,36
"4110",159,4,6
"4111",185,120,1
"4112",164,8,6
"4113",79,120,1
"4114",63,48,8
"4115",7,120,4
"4116",21,120,7
"4117",35,120,17
"4118",92,120,8
"4119",66,120,6
"4120",90,159,8
"4121",33,159,3
"4122",106,99,1
"4123",1,76,8
"4124",47,159,17
"4125",167,159,13
"4126",172,91,2
"4127",58,99,15
"4128",1,160,1
"4129",2,160,5
"4130",153,159,12
"4131",48,15,1
"4132",19,159,4
"4133",168,159,1
"4134",8,99,3
"4135",141,159,1
"4136",154,159,3
"4137",101,99,2
"4138",146,159,13
"4139",26,159,1
"4140",124,91,3
"4141",51,15,3
"4142",71,99,1
"4143",23,99,2
"4144",97,159,1
"4145",151,159,2
"4146",63,120,1
"4147",45,159,6
"4148",100,159,3
"4149",64,54,3
"4150",120,54,2
"4151",129,159,1
"4152",11,15,6
"4153",94,15,2
"4154",71,159,7
"4155",12,159,1
"4156",66,159,9
"4157",37,160,4
"4158",140,159,1
"4159",5,16,1
"4160",56,16,4
"4161",120,64,1
"4162",51,64,1
"4163",49,64,1
"4164",38,64,1
"4165",74,29,1
"4166",77,29,2
"4167",63,99,1
"4168",56,99,7
"4169",133,99,2
"4170",32,99,1
"4171",101,159,1
"4172",75,159,2
"4173",148,20,1
"4174",55,8,5
"4175",37,159,4
"4176",68,36,1
"4177",148,77,1
"4178",17,8,1
"4179",120,94,2
"4180",38,94,1
"4181",54,94,2
"4182",35,94,1
"4183",106,48,3
"4184",120,10,1
"4185",14,10,2
"4186",4,10,4
"4187",159,10,1
"4188",46,120,7
"4189",18,120,3
"4190",134,120,4
"4191",120,13,4
"4192",26,38,1
"4193",75,8,4
"4194",35,57,1
"4195",45,57,1
"4196",56,57,1
"4197",58,120,2
"4198",13,8,3
"4199",13,120,3
"4200",22,120,1
"4201",61,120,17
"4202",54,120,1
"4203",134,29,4
"4204",88,120,5
"4205",110,120,3
"4206",180,8,4
"4207",130,159,4
"4208",53,8,1
"4209",25,159,1
"4210",85,8,1
"4211",19,8,2
"4212",39,8,1
"4213",149,159,1
"4214",165,159,2
"4215",86,159,1
"4216",171,159,1
"4217",110,159,2
"4218",164,159,2
"4219",169,159,1
"4220",172,159,1
"4221",53,159,3
"4222",133,159,2
"4223",196,91,2
"4224",159,11,1
"4225",65,99,1
"4226",6,99,2
"4227",68,5,1
"4228",111,15,1
"4229",32,36,2
"4230",21,99,4
"4231",182,159,3
"4232",120,51,3
"4233",114,8,2
"4234",39,120,3
"4235",12,8,8
"4236",87,8,4
"4237",124,8,1
"4238",127,159,1
"4239",125,159,1
"4240",173,159,1
"4241",82,159,1
"4242",68,31,2
"4243",81,14,1
"4244",86,10,1
"4245",27,23,1
"4246",20,10,1
"4247",32,6,1
"4248",86,23,1
"4249",4,55,1
"4250",18,17,1
"4251",91,17,1
"4252",66,57,1
"4253",29,54,1
"4254",111,75,1
"4255",7,113,2
"4256",43,39,6
"4257",12,110,9
"4258",33,32,1
"4259",77,33,1
"4260",121,18,1
"4261",81,24,1
"4262",98,102,2
"4263",34,6,1
"4264",68,7,1
"4265",178,7,1
"4266",23,34,1
"4267",31,135,5
"4268",29,35,1
"4269",126,13,1
"4270",152,152,5
"4271",125,36,1
"4272",50,9,1
"4273",161,161,1
"4274",25,6,1
"4275",20,56,2
